x0,y0,z0,P
   -0.033135 ,  -7.3882e-05 ,    6.545e-05 ,            0
   -0.014763 ,  -6.5514e-05 ,  -3.7634e-05 ,          0.3
   -0.019752 ,   -1.133e-06 ,   9.9836e-05 ,            0
   -0.031321 ,  -1.8702e-05 ,   7.2011e-05 ,         0.07
   -0.011241 ,  -5.3226e-05 ,  -4.8183e-05 ,         0.56
  -0.0096891 ,  -5.5127e-06 ,    5.724e-05 ,         0.79
   -0.029278 ,   2.9541e-05 ,  -5.8544e-05 ,         0.13
   -0.014003 ,   6.9713e-05 ,   -7.624e-06 ,         0.35
   0.0094593 ,  -3.2991e-06 ,  -2.6448e-05 ,            0
   -0.015504 ,  -5.2408e-05 ,   7.8299e-05 ,         0.03
  -0.0052563 ,  -2.1958e-05 ,  -1.2813e-05 ,         0.58
   -0.019429 ,   5.1473e-05 ,   4.1381e-05 ,         0.22
   -0.038261 ,   7.5615e-05 ,  -5.0484e-05 ,         0.01
   -0.025358 ,   4.5694e-05 ,  -4.3097e-05 ,         0.19
  7.2087e-05 ,   3.2349e-05 ,  -7.1332e-05 ,         0.82
   -0.022675 ,  -6.0942e-06 ,   9.0273e-05 ,         0.06
   -0.035834 ,  -7.8075e-05 ,  -5.2599e-05 ,         0.02
   -0.014445 ,    9.553e-05 ,   1.3604e-05 ,         0.04
   -0.021658 ,   -3.895e-05 ,   1.9766e-05 ,         0.36
   -0.003026 ,  -1.9524e-05 ,   4.6953e-05 ,         0.64
   -0.013763 ,   5.0024e-05 ,   8.0475e-05 ,         0.07
  0.00022604 ,   3.3337e-05 ,   6.9442e-05 ,          0.8
  0.00084556 ,  -6.2811e-05 ,   3.3062e-05 ,         0.66
   -0.030526 ,   6.4958e-05 ,   4.3687e-05 ,         0.06
   -0.033815 ,  -7.3724e-05 ,  -5.2526e-05 ,         0.01
   0.0010498 ,  -7.1717e-05 ,    1.325e-05 ,         0.72
  -0.0081051 ,  -1.4975e-05 ,  -4.2385e-05 ,         0.64
   -0.039194 ,  -2.0864e-05 ,   -6.406e-05 ,         0.06
   0.0047977 ,  -4.2161e-05 ,  -5.0016e-05 ,         0.54
   -0.014231 ,   9.6105e-05 ,   2.0599e-05 ,         0.01
   -0.012774 ,   7.1499e-05 ,   3.2992e-05 ,         0.28
  -0.0096779 ,  -3.5316e-05 ,   7.5543e-05 ,         0.93
  -0.0019782 ,  -8.3272e-05 ,  -1.6354e-05 ,         0.89
   0.0027673 ,  -3.3275e-05 ,  -4.8598e-05 ,         0.51
   -0.020857 ,  -6.0126e-05 ,   3.9431e-05 ,          0.2
   -0.035768 ,    3.176e-05 ,  -6.7515e-05 ,         0.03
  -0.0033063 ,   -7.813e-06 ,   -3.878e-05 ,         0.59
   -0.023401 ,   7.3521e-05 ,  -1.4673e-05 ,         0.13
   0.0019875 ,  -8.1745e-05 ,  -1.6305e-05 ,         0.82
   -0.021414 ,    -2.97e-05 ,   5.8159e-05 ,         0.25
   0.0014108 ,   7.2036e-05 ,   5.6334e-05 ,         0.95
   -0.031174 ,  -6.5566e-05 ,  -5.4909e-05 ,         0.04
   -0.033524 ,   1.0799e-05 ,  -5.9023e-05 ,         0.13
   0.0039942 ,  -5.9749e-05 ,   3.1179e-05 ,         0.58
   -0.037796 ,   5.2311e-05 ,   3.3578e-05 ,          0.1
   -0.005664 ,  -9.0979e-06 ,   8.7594e-05 ,         0.93
  -0.0033114 ,   4.8761e-05 ,   7.0463e-05 ,         0.92
   -0.018141 ,  -1.2698e-05 ,   6.4355e-05 ,         0.31
   -0.021008 ,  -7.7459e-05 ,    3.062e-05 ,         0.09
   0.0089829 ,  -9.5812e-05 ,    -1.65e-05 ,         0.96
    -0.02005 ,  -8.5407e-05 ,   2.3408e-05 ,         0.05
   -0.017991 ,   5.9534e-05 ,  -5.9257e-05 ,         0.14
    -0.03216 ,  -3.2853e-05 ,  -3.7424e-06 ,         0.27
   -0.023698 ,   5.8568e-05 ,   -2.166e-05 ,         0.21
   -0.024297 ,  -4.9846e-05 ,  -5.8518e-05 ,         0.06
    0.004725 ,   6.5397e-05 ,  -1.7805e-05 ,         0.55
   -0.027649 ,   1.3093e-06 ,   2.2398e-05 ,         0.42
   -0.024466 ,  -2.1409e-05 ,  -4.2761e-05 ,         0.21
   -0.019557 ,  -2.2193e-05 ,   8.8596e-05 ,          0.1
  -0.0045995 ,  -5.9008e-06 ,  -1.1028e-05 ,         0.46
   -0.032818 ,  -3.1404e-05 ,  -8.7469e-05 ,         0.05
   0.0035661 ,    2.543e-05 ,   1.1577e-05 ,         0.19
   -0.035842 ,  -2.4614e-06 ,   8.1758e-05 ,         0.04
   -0.016913 ,   1.1485e-05 ,   6.9787e-05 ,         0.31
   -0.038481 ,  -2.3048e-05 ,  -4.0605e-05 ,         0.09
    -0.00234 ,   4.2257e-05 ,  -6.2693e-05 ,          0.8
  -0.0049979 ,   -1.955e-05 ,   2.8977e-05 ,         0.59
   -0.029274 ,   1.5614e-05 ,  -8.0423e-05 ,         0.06
  -0.0060048 ,   -3.501e-05 ,  -6.9066e-05 ,         0.83
   -0.012135 ,   2.3638e-05 ,   9.9797e-07 ,         0.72
   0.0025339 ,  -1.9011e-05 ,  -1.4213e-05 ,          0.2
   -0.012072 ,  -2.9578e-05 ,   2.5498e-05 ,         0.66
   0.0050887 ,   1.2101e-05 ,  -7.0552e-06 ,         0.01
   -0.019024 ,   6.5966e-05 ,    4.771e-07 ,         0.25
   -0.022094 ,  -8.8699e-05 ,   2.1325e-05 ,         0.02
   -0.015551 ,  -6.9864e-05 ,   3.5958e-05 ,          0.2
   -0.027202 ,  -6.9956e-05 ,   1.7533e-05 ,         0.13
   0.0064585 ,   1.1742e-05 ,    -9.22e-05 ,          0.9
   -0.016662 ,  -1.3746e-05 ,   2.8072e-05 ,         0.59
     -0.0273 ,   2.0635e-05 ,  -9.3031e-05 ,         0.01
   -0.018439 ,  -3.2335e-05 ,   5.8829e-06 ,         0.58
  -0.0048735 ,   7.0095e-05 ,   1.6021e-05 ,         0.85
   -0.019884 ,   1.6992e-05 ,   3.3806e-05 ,         0.37
   -0.030908 ,  -1.3202e-05 ,  -7.3617e-05 ,         0.05
   0.0028126 ,  -6.6736e-06 ,   1.1222e-06 ,         0.19
    -0.01079 ,   5.0248e-05 ,   7.1707e-05 ,          0.3
   -0.021321 ,  -4.9912e-05 ,   7.7433e-05 ,         0.06
   -0.028915 ,  -7.4768e-05 ,  -5.9815e-05 ,         0.01
    -0.02905 ,   3.5557e-05 ,   9.2765e-05 ,            0
   -0.013888 ,  -5.1636e-06 ,  -7.0885e-05 ,         0.34
   -0.018329 ,   2.3398e-06 ,   5.2046e-05 ,          0.4
  -0.0029348 ,   2.7564e-05 ,   -1.574e-05 ,         0.45
   -0.036478 ,  -8.5147e-06 ,   7.0753e-05 ,         0.03
   0.0023667 ,    7.441e-06 ,  -7.6162e-05 ,         0.75
   -0.006006 ,   3.2835e-05 ,   8.0937e-05 ,         0.91
   -0.033167 ,  -6.7237e-06 ,   2.8007e-05 ,         0.21
   0.0029201 ,    6.837e-05 ,   4.4063e-05 ,         0.84
   -0.030008 ,  -6.3815e-05 ,  -3.3128e-05 ,         0.03
   -0.009633 ,  -1.6815e-05 ,  -3.7786e-05 ,         0.69
   -0.012848 ,  -9.2757e-05 ,  -2.7958e-05 ,         0.03
   -0.031884 ,  -6.8627e-05 ,   3.4572e-05 ,         0.07
   -0.039717 ,  -4.0868e-05 ,  -5.2308e-05 ,         0.05
  -0.0014257 ,  -5.8215e-05 ,  -7.7654e-05 ,         0.98
  -0.0017606 ,  -3.4935e-05 ,  -7.3066e-05 ,         0.84
   -0.018947 ,  -4.4208e-05 ,  -5.0647e-05 ,         0.19
   -0.037159 ,   8.6252e-05 ,  -3.0946e-05 ,         0.03
   -0.010713 ,   1.8622e-05 ,   7.0565e-05 ,          0.6
   -0.031292 ,  -1.8834e-05 ,  -7.2001e-05 ,         0.07
  -0.0035695 ,   7.1257e-06 ,   8.2158e-05 ,         0.85
   -0.013285 ,    4.433e-05 ,   4.1313e-05 ,         0.59
   -0.027347 ,  -3.8214e-05 ,  -3.0538e-05 ,          0.2
   0.0058528 ,  -7.2383e-05 ,    2.345e-05 ,         0.68
  -0.0020903 ,  -8.9993e-05 ,   2.3876e-05 ,         0.97
   0.0043515 ,  -3.3514e-05 ,  -5.4264e-05 ,         0.51
    -0.03656 ,   4.2657e-06 ,  -3.3286e-05 ,         0.11
   -0.030824 ,  -3.9233e-05 ,   5.3844e-05 ,         0.13
  -0.0031464 ,  -2.8771e-05 ,  -4.6627e-05 ,         0.67
  -0.0051643 ,  -5.4766e-05 ,   3.1853e-05 ,         0.78
  -0.0011504 ,   4.9846e-05 ,  -7.6479e-05 ,         0.92
   -0.014905 ,   3.1622e-05 ,  -5.5103e-05 ,         0.44
   -0.018725 ,  -2.5272e-06 ,   6.2413e-05 ,         0.27
  -0.0094381 ,  -4.5417e-05 ,  -3.9266e-05 ,         0.81
   0.0027886 ,   -3.256e-05 ,  -1.8504e-05 ,         0.28
  -0.0064601 ,  -4.9341e-05 ,  -1.2913e-05 ,         0.65
    -0.01382 ,   2.0162e-05 ,  -2.1486e-05 ,         0.63
   -0.025059 ,  -6.0762e-06 ,   6.5246e-05 ,         0.14
  -0.0048015 ,   -2.104e-05 ,   4.6154e-05 ,         0.63
   -0.020919 ,   3.9948e-05 ,   3.7144e-05 ,         0.26
   -0.011616 ,   6.0578e-05 ,   -2.406e-05 ,         0.63
    0.004393 ,  -2.1067e-05 ,  -2.7354e-05 ,         0.14
   0.0021475 ,  -6.9776e-05 ,    9.054e-06 ,         0.66
   0.0049399 ,  -5.3852e-05 ,   -6.453e-05 ,         0.76
   0.0069502 ,  -4.7418e-05 ,  -1.3685e-05 ,         0.16
  0.00077176 ,  -5.3284e-05 ,  -7.0792e-05 ,         0.87
   -0.039932 ,  -2.6191e-05 ,  -7.4108e-06 ,         0.08
   -0.039845 ,  -1.1354e-05 ,  -6.1724e-05 ,         0.03
   -0.035627 ,  -5.7678e-06 ,  -8.2071e-07 ,         0.21
   -0.026964 ,    4.694e-05 ,  -1.8577e-06 ,         0.29
    -0.03886 ,   7.0519e-07 ,   3.5367e-06 ,         0.23
   -0.018796 ,   3.4233e-05 ,    2.683e-05 ,         0.33
   -0.022947 ,    2.913e-05 ,   2.4006e-05 ,         0.39
   -0.012932 ,   4.7698e-05 ,   2.0141e-05 ,         0.61
   0.0063085 ,  -3.4526e-05 ,   2.3598e-05 ,         0.19
   -0.025075 ,  -3.5294e-05 ,   1.1868e-05 ,         0.33
   -0.023096 ,  -5.1474e-05 ,   5.7786e-05 ,         0.14
    0.002974 ,   8.0449e-06 ,  -9.4583e-05 ,         0.95
   -0.022976 ,  -6.7275e-05 ,   -6.977e-05 ,         0.02
   -0.033094 ,   6.4746e-06 ,  -4.6582e-05 ,         0.21
    -0.01461 ,   6.3383e-05 ,  -2.8449e-05 ,         0.28
   0.0028328 ,   6.0423e-05 ,  -1.0451e-05 ,         0.48
   -0.020784 ,   2.5782e-05 ,   6.7624e-05 ,         0.09
  -0.0052155 ,   3.3085e-05 ,   3.9422e-05 ,         0.64
  -0.0086048 ,  -8.6604e-06 ,  -2.4669e-05 ,         0.67
   -0.017481 ,   5.4907e-05 ,   3.6722e-05 ,         0.24
   -0.016319 ,  -4.1166e-05 ,  -6.6273e-06 ,         0.51
   0.0074853 ,  -1.5865e-05 ,   -3.062e-06 ,            0
   -0.035825 ,   6.2819e-05 ,  -7.4837e-05 ,         0.01
   -0.026009 ,  -6.5323e-05 ,   6.2356e-06 ,         0.14
    -0.01765 ,  -7.6895e-05 ,    6.085e-05 ,         0.02
   -0.010621 ,  -4.1375e-05 ,  -7.6891e-05 ,         0.39
   0.0038817 ,  -4.7063e-07 ,  -8.5595e-06 ,         0.11
   -0.016545 ,  -8.1811e-05 ,  -1.0363e-05 ,         0.15
   -0.018129 ,  -4.8404e-05 ,   6.8677e-05 ,         0.13
  -0.0026908 ,   4.7212e-05 ,   6.4979e-05 ,         0.93
   -0.016604 ,  -6.3707e-05 ,  -3.8269e-05 ,          0.2
   0.0030414 ,  -3.5604e-06 ,   4.6566e-05 ,         0.37
   -0.016674 ,   8.4478e-05 ,   2.4229e-05 ,         0.12
   -0.015095 ,   1.4799e-06 ,  -4.7729e-05 ,         0.45
   -0.015628 ,   2.7596e-06 ,   6.0836e-05 ,         0.28
   -0.028527 ,  -8.8275e-05 ,   3.3418e-05 ,         0.03
   -0.035722 ,  -3.5255e-05 ,  -8.5562e-05 ,            0
   -0.036631 ,  -4.0199e-05 ,   4.9075e-05 ,          0.1
   0.0044195 ,  -4.8342e-06 ,  -5.6186e-05 ,         0.34
   -0.028342 ,  -6.1556e-05 ,   4.7929e-05 ,         0.09
   0.0030798 ,  -3.8759e-05 ,  -8.7176e-05 ,         0.96
  -0.0044132 ,  -2.7148e-05 ,    -9.14e-05 ,         0.97
   0.0036406 ,  -7.1917e-05 ,   2.7276e-05 ,         0.66
   0.0069001 ,   5.7233e-05 ,    7.076e-06 ,         0.26
   -0.033016 ,  -4.4931e-05 ,   8.0696e-05 ,         0.04
   -0.020305 ,  -5.9132e-05 ,   3.0453e-05 ,         0.25
   0.0090281 ,  -1.2079e-05 ,   9.4327e-05 ,         0.82
  -0.0077603 ,   5.9485e-06 ,   1.7217e-05 ,         0.49
   0.0048205 ,    3.178e-05 ,  -6.5683e-05 ,         0.64
   -0.015888 ,  -7.6572e-05 ,   3.6078e-05 ,         0.13
   -0.039295 ,   3.2245e-05 ,  -2.7445e-05 ,         0.11
   -0.008856 ,  -4.4972e-05 ,   3.6645e-05 ,         0.75
   -0.028445 ,   5.1909e-06 ,  -4.3014e-05 ,         0.26
   -0.013628 ,  -4.5221e-05 ,   3.4269e-05 ,         0.53
  -0.0037504 ,   2.2842e-05 ,  -5.9303e-05 ,         0.76
  -0.0096292 ,   2.3623e-06 ,  -7.4028e-05 ,         0.88
   -0.010582 ,  -1.5844e-05 ,   1.5374e-05 ,         0.73
   -0.018328 ,   1.5753e-05 ,   7.2658e-05 ,         0.16
   -0.027791 ,   1.3167e-05 ,  -5.0742e-05 ,         0.18
   -0.018552 ,   4.6671e-05 ,   -1.539e-05 ,         0.34
   -0.039491 ,  -2.3091e-05 ,   4.3569e-05 ,          0.1
  -0.0095589 ,  -1.8641e-05 ,  -3.4556e-05 ,         0.67
   0.0078988 ,  -9.0619e-05 ,   3.6774e-05 ,         0.94
   -0.035228 ,   4.8453e-05 ,  -8.3719e-05 ,         0.02
    -0.03822 ,   1.0694e-05 ,  -8.9849e-05 ,         0.05
   0.0043118 ,   4.2396e-05 ,   7.4062e-05 ,         0.78
   -0.027653 ,   2.7127e-05 ,  -3.1972e-05 ,         0.18
   -0.039554 ,   5.9909e-05 ,  -3.8175e-06 ,         0.09
  0.00074601 ,  -4.3272e-05 ,  -3.9323e-06 ,         0.46
   -0.032975 ,   2.5864e-06 ,   -2.301e-06 ,         0.22
   0.0039933 ,  -4.7865e-05 ,   -2.955e-05 ,         0.48
   -0.035231 ,   4.7122e-05 ,   6.9106e-05 ,         0.03
   -0.022372 ,     2.45e-05 ,   7.5182e-05 ,          0.1
   -0.010329 ,  -6.1454e-05 ,    4.067e-05 ,         0.85
   -0.010741 ,  -5.3883e-07 ,  -6.6258e-05 ,         0.79
  -0.0066159 ,   2.4515e-05 ,  -4.7679e-05 ,         0.72
  -0.0075986 ,   1.7598e-05 ,  -6.8607e-05 ,         0.85
   -0.018332 ,  -3.6423e-05 ,   7.9302e-05 ,         0.09
   -0.033012 ,  -8.5324e-05 ,  -1.8546e-05 ,         0.02
  -0.0024035 ,   6.4096e-05 ,   4.0649e-05 ,         0.79
   -0.027911 ,    6.603e-05 ,   5.5827e-05 ,         0.04
   -0.007477 ,   5.2642e-05 ,   6.0697e-05 ,         0.89
   0.0028687 ,  -1.5214e-05 ,  -3.1634e-05 ,         0.27
   -0.035781 ,  -7.0988e-05 ,   2.1519e-06 ,         0.05
   0.0086045 ,   2.1793e-05 ,   5.4751e-05 ,          0.1
   -0.038427 ,  -3.0341e-05 ,   9.5239e-07 ,         0.18
   0.0017702 ,   2.3066e-05 ,   3.0765e-05 ,         0.36
   0.0017857 ,   4.1887e-05 ,   1.5073e-05 ,         0.44
   -0.037507 ,    4.849e-05 ,  -6.6117e-05 ,         0.08
   -0.012706 ,  -6.0991e-05 ,  -2.4396e-05 ,         0.43
   0.0071585 ,   7.5313e-05 ,  -3.5666e-05 ,         0.68
   -0.023926 ,  -1.6665e-05 ,  -4.7855e-05 ,         0.28
  0.00032334 ,  -8.5719e-06 ,  -4.9101e-06 ,         0.31
  -0.0099301 ,   2.9142e-05 ,  -6.6885e-05 ,         0.89
 -0.00051898 ,   3.8307e-05 ,  -3.6422e-05 ,         0.62
 -4.0748e-05 ,   9.7038e-05 ,  -6.7717e-06 ,         0.95
   -0.037522 ,   9.5207e-05 ,   3.1249e-07 ,         0.03
    -0.02584 ,    4.157e-05 ,  -4.6891e-05 ,         0.14
  -0.0073272 ,  -1.1984e-05 ,  -1.0244e-05 ,         0.53
   -0.015517 ,   8.1778e-05 ,  -5.1707e-06 ,         0.14
   0.0086426 ,  -9.0117e-05 ,  -1.5833e-05 ,         0.78
  -0.0025755 ,   -9.775e-05 ,   1.2646e-05 ,         0.98
   -0.011608 ,   7.5652e-06 ,   -2.263e-05 ,         0.64
   -0.025052 ,   9.3122e-06 ,   6.6457e-05 ,         0.12
   -0.027195 ,  -7.6314e-05 ,   9.1382e-07 ,         0.06
   0.0043282 ,   6.7298e-05 ,  -4.8346e-05 ,         0.85
    -0.01766 ,  -7.5656e-05 ,  -3.8346e-05 ,         0.11
  0.00079936 ,   4.5393e-05 ,  -6.6633e-05 ,         0.85
   -0.035083 ,  -6.0802e-06 ,  -8.5042e-05 ,         0.03
   0.0029797 ,  -5.2434e-05 ,   -3.145e-05 ,         0.53
   -0.038619 ,   1.5646e-06 ,   7.6245e-05 ,         0.05
   0.0049578 ,  -1.7085e-05 ,  -2.9484e-05 ,         0.14
   0.0049968 ,   2.0783e-05 ,   1.2025e-05 ,         0.08
   -0.013795 ,  -6.9568e-05 ,  -7.0412e-05 ,         0.02
    -0.03399 ,  -2.8329e-05 ,   -4.523e-05 ,         0.13
    -0.03111 ,  -9.7868e-06 ,  -7.6511e-05 ,         0.03
  -0.0046946 ,   7.5874e-05 ,  -6.2167e-05 ,         0.97
    0.001568 ,   4.2836e-05 ,  -4.7827e-06 ,         0.36
   -0.038258 ,   5.2407e-06 ,  -4.3623e-05 ,         0.11
  -0.0021081 ,  -5.0962e-05 ,  -2.8623e-05 ,         0.57
   0.0078556 ,   8.6953e-05 ,  -4.2049e-05 ,         0.92
   -0.022856 ,  -5.4755e-05 ,  -3.0142e-05 ,         0.27
  -0.0080878 ,   5.1973e-05 ,    5.567e-06 ,         0.72
    -0.02285 ,   2.8271e-05 ,   2.6837e-05 ,         0.36
   -0.029176 ,   4.0989e-05 ,  -4.7864e-05 ,         0.12
 -0.00068997 ,  -6.0917e-05 ,   6.0301e-06 ,         0.65
  -0.0038455 ,   2.0326e-05 ,  -2.9967e-05 ,         0.48
   -0.026058 ,   1.6642e-05 ,   6.3824e-05 ,         0.14
   -0.010878 ,  -2.8633e-05 ,  -9.7613e-06 ,         0.62
    -0.01895 ,  -5.3709e-05 ,   -5.711e-05 ,         0.19
   -0.035397 ,   1.0267e-05 ,    2.092e-06 ,         0.15
   -0.038799 ,  -5.6884e-05 ,  -4.9968e-05 ,         0.05
   -0.015443 ,  -5.7677e-05 ,   6.7607e-05 ,         0.09
   -0.026087 ,   4.6184e-05 ,   1.4856e-05 ,         0.26
   -0.023012 ,  -6.6791e-05 ,   4.3833e-06 ,         0.13
   -0.025633 ,   2.6667e-05 ,   7.0586e-05 ,         0.08
   -0.031455 ,   1.7731e-05 ,   1.7309e-05 ,         0.24
   -0.020037 ,   1.9444e-05 ,   6.7711e-05 ,         0.25
  -0.0051175 ,   4.8516e-05 ,   6.3791e-05 ,         0.86
   -0.029816 ,   1.7571e-05 ,   4.3634e-05 ,         0.26
  -0.0066837 ,   8.8225e-05 ,   2.4226e-05 ,         0.93
   -0.017847 ,  -6.5076e-05 ,  -7.3999e-05 ,         0.02
   -0.018335 ,  -1.8298e-05 ,   9.0161e-05 ,         0.09
   -0.031238 ,  -6.9052e-05 ,  -1.7082e-05 ,         0.06
    -0.03034 ,  -1.7837e-05 ,  -4.9705e-05 ,         0.21
  -0.0091789 ,  -8.6406e-05 ,   4.7992e-07 ,         0.92
   -0.026549 ,  -4.7449e-05 ,  -1.0857e-05 ,          0.3
   -0.012016 ,  -9.2098e-05 ,   3.3038e-05 ,         0.05
   0.0072392 ,   5.6062e-05 ,   5.5314e-05 ,         0.59
  -0.0042764 ,  -7.7334e-05 ,   4.6912e-06 ,         0.78
   -0.006039 ,   2.5049e-05 ,  -3.3145e-05 ,         0.65
    0.007969 ,    2.111e-05 ,  -2.1397e-05 ,         0.01
  -0.0012333 ,   -6.425e-06 ,   5.0113e-05 ,         0.58
  -0.0096137 ,    2.391e-05 ,   8.9521e-05 ,         0.98
   0.0074001 ,  -8.7604e-05 ,  -3.7896e-05 ,         0.92
   -0.037018 ,   -5.319e-05 ,  -6.4553e-05 ,         0.04
   -0.026564 ,  -7.3845e-05 ,   4.2411e-05 ,         0.09
    0.009334 ,   1.3094e-05 ,   4.6124e-05 ,            0
  -0.0013897 ,   7.1873e-05 ,  -2.4389e-05 ,         0.77
   -0.016232 ,   7.8327e-05 ,   4.4398e-05 ,         0.09
   -0.005955 ,   5.0039e-05 ,   3.9173e-05 ,         0.81
   -0.019153 ,   6.2385e-05 ,   7.7411e-05 ,         0.01
   -0.020993 ,   1.5034e-05 ,   2.5961e-05 ,         0.44
   -0.029336 ,  -4.1063e-05 ,  -3.9029e-05 ,         0.11
   -0.020853 ,   -6.398e-05 ,  -3.1949e-05 ,         0.16
   -0.038517 ,   2.3312e-05 ,   7.9125e-06 ,         0.17
   -0.016384 ,   7.7351e-05 ,  -3.5688e-05 ,         0.16
   -0.023331 ,  -9.9722e-06 ,  -7.3933e-05 ,         0.14
   0.0087922 ,  -5.5527e-06 ,  -7.2545e-05 ,         0.27
   -0.012228 ,   8.3969e-05 ,   3.5342e-05 ,         0.19
   0.0023152 ,   5.9267e-05 ,  -7.1239e-05 ,          0.9
   -0.019597 ,   8.1389e-05 ,  -3.5582e-05 ,         0.05
   -0.016899 ,   5.6106e-05 ,  -5.5177e-06 ,          0.4
   0.0013153 ,   4.2518e-05 ,  -5.2099e-05 ,         0.63
   0.0095602 ,   1.9217e-05 ,  -8.4575e-05 ,         0.46
   -0.013803 ,  -3.3028e-05 ,  -2.7827e-06 ,         0.65
   0.0062718 ,   1.4555e-05 ,   2.9759e-05 ,         0.14
  -0.0030489 ,  -4.1756e-05 ,   3.0907e-05 ,         0.63
   -0.011628 ,   4.8264e-05 ,   5.4009e-05 ,         0.51
   0.0084389 ,   9.6771e-05 ,   1.9021e-05 ,         0.99
    0.001225 ,   7.8198e-05 ,   -3.145e-05 ,         0.82
   0.0079805 ,  -1.7692e-05 ,   5.2968e-05 ,         0.08
  -0.0076827 ,  -1.5236e-05 ,   5.1792e-05 ,         0.78
   -0.021021 ,  -4.5908e-05 ,   7.9975e-05 ,         0.03
   -0.016171 ,  -9.3444e-05 ,   1.9616e-05 ,         0.04
   0.0055945 ,  -4.7725e-05 ,  -6.4149e-05 ,         0.73
   -0.039257 ,   4.9901e-05 ,   7.9768e-06 ,         0.08
   -0.032165 ,   1.6302e-05 ,  -2.4918e-05 ,         0.15
   -0.016422 ,   -8.533e-05 ,  -3.3186e-05 ,         0.06
    -0.01285 ,   4.6525e-05 ,  -6.0685e-05 ,         0.31
   -0.037015 ,  -5.6178e-05 ,    7.953e-05 ,            0
  -0.0070985 ,  -2.3297e-05 ,   8.2181e-06 ,         0.59
   0.0044818 ,   7.2064e-05 ,   2.5556e-05 ,         0.65
   -0.034518 ,   2.3609e-05 ,   4.7893e-05 ,         0.15
   -0.018111 ,  -4.7387e-05 ,  -7.7665e-05 ,          0.1
   -0.025988 ,  -2.1253e-05 ,   3.8186e-05 ,         0.19
   0.0092623 ,   5.3444e-05 ,  -3.9611e-05 ,         0.09
  -0.0095621 ,   4.6217e-05 ,   4.2404e-05 ,         0.77
   -0.027313 ,   9.0675e-05 ,  -6.6103e-06 ,         0.03
   -0.033369 ,   -7.969e-05 ,  -2.0451e-05 ,         0.08
    -0.01275 ,  -1.2184e-05 ,  -4.3904e-05 ,         0.58
   0.0013902 ,     5.64e-05 ,  -1.8016e-07 ,         0.58
   0.0018503 ,  -8.6175e-06 ,   3.5551e-05 ,         0.24
  -0.0068534 ,  -5.2072e-05 ,   3.1006e-05 ,         0.79
  0.00081176 ,  -8.4208e-05 ,   1.8912e-05 ,         0.91
 -0.00030612 ,    8.273e-06 ,  -9.4097e-05 ,         0.96
   -0.016545 ,   2.0467e-05 ,  -4.4801e-05 ,         0.45
   -0.024524 ,   2.9095e-05 ,   2.1201e-05 ,         0.36
   -0.005621 ,   2.0706e-05 ,   4.2684e-05 ,         0.67
   0.0093426 ,  -3.7607e-05 ,   4.5671e-05 ,         0.01
  -0.0015033 ,   5.0215e-05 ,   1.8689e-05 ,         0.57
    0.001479 ,  -9.5397e-05 ,  -1.3202e-05 ,         0.97
  -0.0046958 ,  -1.1635e-05 ,   1.9436e-05 ,         0.46
   -0.010233 ,   3.4662e-05 ,    6.874e-05 ,          0.8
  -0.0023563 ,   1.0296e-05 ,   3.9025e-05 ,         0.49
   -0.015164 ,   7.5781e-05 ,  -5.1394e-05 ,         0.08
   0.0032566 ,  -1.8494e-05 ,  -3.6518e-05 ,         0.36
   -0.036599 ,   -6.948e-05 ,   1.3948e-05 ,         0.06
   0.0084273 ,   8.5115e-05 ,  -5.2429e-05 ,         0.99
   -0.035062 ,   4.7332e-05 ,   3.6246e-05 ,         0.08
   -0.012651 ,  -6.0712e-07 ,  -2.1689e-05 ,         0.67
   -0.019852 ,  -3.9834e-06 ,  -4.6051e-05 ,         0.35
   -0.034648 ,   -5.837e-05 ,  -2.3904e-05 ,         0.11
  -0.0037917 ,   2.3209e-05 ,   5.2896e-05 ,         0.71
  -0.0093159 ,  -3.9253e-05 ,  -2.7481e-05 ,         0.73
 -0.00085159 ,  -2.9862e-05 ,    9.203e-05 ,            1
   -0.011669 ,   5.5002e-05 ,   6.1698e-05 ,         0.26
  0.00056596 ,   2.2837e-05 ,   9.5392e-05 ,         0.99
   -0.011161 ,   5.2277e-05 ,  -4.0581e-05 ,          0.7
   0.0072015 ,   8.7361e-05 ,   4.2087e-05 ,         0.95
   0.0035726 ,   3.6046e-07 ,   7.6298e-06 ,         0.07
    -0.01462 ,   7.3708e-05 ,   2.5887e-05 ,         0.25
 -0.00055884 ,  -8.3569e-05 ,   3.2046e-05 ,         0.89
   -0.016348 ,     4.81e-05 ,   4.0238e-06 ,         0.49
   0.0014401 ,   7.7108e-05 ,  -5.8129e-05 ,         0.98
   -0.023876 ,   2.8736e-05 ,   8.2504e-05 ,          0.1
   0.0088073 ,   7.5709e-05 ,   5.0326e-05 ,         0.74
   -0.026089 ,  -2.6708e-05 ,   7.0861e-05 ,         0.07
   -0.036358 ,  -8.5655e-05 ,   2.4269e-05 ,         0.04
  -0.0024388 ,   4.6051e-05 ,   3.4202e-05 ,         0.64
   0.0015594 ,   4.7252e-05 ,  -1.3691e-06 ,         0.42
   0.0061169 ,  -2.7568e-05 ,    4.862e-05 ,         0.38
   -0.023649 ,   -2.241e-05 ,   7.3096e-05 ,         0.15
  0.00020346 ,   8.4264e-05 ,   3.4622e-05 ,         0.89
